RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1614037657540	l	3.3.1
REQUEST	168		LoadHomePage	1614037683225	1614037683917	OK	 
USER	MyComputerJourney	182	START	1614037683924	1614037683924
REQUEST	169		LoadHomePage	1614037683274	1614037683955	OK	 
REQUEST	65		LoadNewComputerPage	1614037683792	1614037683958	OK	 
USER	MyComputerJourney	183	START	1614037683990	1614037683990
REQUEST	66		LoadNewComputerPage	1614037683822	1614037683998	OK	 
USER	MyComputerJourney	184	START	1614037684024	1614037684024
REQUEST	170		LoadHomePage	1614037683325	1614037684032	OK	 
REQUEST	67		LoadNewComputerPage	1614037683870	1614037684041	OK	 
USER	MyComputerJourney	185	START	1614037684091	1614037684091
REQUEST	172		LoadHomePage	1614037683426	1614037684100	OK	 
REQUEST	68		LoadNewComputerPage	1614037683937	1614037684100	OK	 
REQUEST	171		LoadHomePage	1614037683375	1614037684101	OK	 
USER	MyComputerJourney	186	START	1614037684125	1614037684125
REQUEST	69		LoadNewComputerPage	1614037683969	1614037684143	OK	 
REQUEST	173		LoadHomePage	1614037683474	1614037684155	OK	 
USER	MyComputerJourney	187	START	1614037684174	1614037684174
REQUEST	70		LoadNewComputerPage	1614037684037	1614037684207	OK	 
REQUEST	174		LoadHomePage	1614037683525	1614037684207	OK	 
REQUEST	6		CreateNewComputer	1614037684054	1614037684218	OK	 
USER	MyComputerJourney	188	START	1614037684224	1614037684224
REQUEST	71		LoadNewComputerPage	1614037684069	1614037684247	OK	 
REQUEST	175		LoadHomePage	1614037683574	1614037684267	OK	 
USER	MyComputerJourney	189	START	1614037684274	1614037684274
REQUEST	72		LoadNewComputerPage	1614037684126	1614037684305	OK	 
REQUEST	176		LoadHomePage	1614037683627	1614037684313	OK	 
USER	MyComputerJourney	190	START	1614037684324	1614037684324
REQUEST	177		LoadHomePage	1614037683692	1614037684358	OK	 
REQUEST	73		LoadNewComputerPage	1614037684194	1614037684373	OK	 
USER	MyComputerJourney	191	START	1614037684374	1614037684374
REQUEST	6		CreateNewComputer Redirect 1	1614037684220	1614037684389	OK	 
REQUEST	74		LoadNewComputerPage	1614037684238	1614037684407	OK	 
USER	MyComputerJourney	192	START	1614037684424	1614037684424
REQUEST	178		LoadHomePage	1614037683725	1614037684440	OK	 
REQUEST	75		LoadNewComputerPage	1614037684294	1614037684466	OK	 
USER	MyComputerJourney	193	START	1614037684474	1614037684474
REQUEST	179		LoadHomePage	1614037683792	1614037684475	OK	 
REQUEST	76		LoadNewComputerPage	1614037684323	1614037684490	OK	 
REQUEST	180		LoadHomePage	1614037683825	1614037684494	OK	 
USER	MyComputerJourney	194	START	1614037684524	1614037684524
REQUEST	181		LoadHomePage	1614037683875	1614037684552	OK	 
REQUEST	77		LoadNewComputerPage	1614037684392	1614037684560	OK	 
USER	MyComputerJourney	195	START	1614037684574	1614037684574
REQUEST	78		LoadNewComputerPage	1614037684423	1614037684591	OK	 
USER	MyComputerJourney	196	START	1614037684627	1614037684627
REQUEST	182		LoadHomePage	1614037683924	1614037684629	OK	 
REQUEST	79		LoadNewComputerPage	1614037684474	1614037684641	OK	 
REQUEST	183		LoadHomePage	1614037683991	1614037684655	OK	 
USER	MyComputerJourney	197	START	1614037684674	1614037684674
REQUEST	80		LoadNewComputerPage	1614037684539	1614037684706	OK	 
REQUEST	184		LoadHomePage	1614037684024	1614037684722	OK	 
USER	MyComputerJourney	198	START	1614037684734	1614037684734
REQUEST	81		LoadNewComputerPage	1614037684565	1614037684738	OK	 
USER	MyComputerJourney	199	START	1614037684792	1614037684792
REQUEST	185		LoadHomePage	1614037684094	1614037684799	OK	 
REQUEST	186		LoadHomePage	1614037684127	1614037684812	OK	 
REQUEST	82		LoadNewComputerPage	1614037684648	1614037684821	OK	 
USER	MyComputerJourney	200	START	1614037684824	1614037684824
REQUEST	83		LoadNewComputerPage	1614037684658	1614037684827	OK	 
REQUEST	187		LoadHomePage	1614037684174	1614037684862	OK	 
USER	MyComputerJourney	201	START	1614037684874	1614037684874
REQUEST	188		LoadHomePage	1614037684224	1614037684902	OK	 
REQUEST	84		LoadNewComputerPage	1614037684735	1614037684904	OK	 
USER	MyComputerJourney	202	START	1614037684924	1614037684924
REQUEST	189		LoadHomePage	1614037684274	1614037684956	OK	 
USER	MyComputerJourney	203	START	1614037684974	1614037684974
REQUEST	86		LoadNewComputerPage	1614037684808	1614037684980	OK	 
REQUEST	85		LoadNewComputerPage	1614037684824	1614037684993	OK	 
REQUEST	190		LoadHomePage	1614037684325	1614037684994	OK	 
REQUEST	87		LoadNewComputerPage	1614037684854	1614037685023	OK	 
USER	MyComputerJourney	204	START	1614037685024	1614037685024
REQUEST	191		LoadHomePage	1614037684375	1614037685067	OK	 
USER	MyComputerJourney	205	START	1614037685074	1614037685074
REQUEST	192		LoadHomePage	1614037684425	1614037685107	OK	 
REQUEST	88		LoadNewComputerPage	1614037684939	1614037685111	OK	 
REQUEST	89		LoadNewComputerPage	1614037684971	1614037685143	OK	 
USER	MyComputerJourney	206	START	1614037685143	1614037685143
REQUEST	193		LoadHomePage	1614037684474	1614037685156	OK	 
USER	MyComputerJourney	207	START	1614037685174	1614037685174
REQUEST	194		LoadHomePage	1614037684525	1614037685203	OK	 
USER	MyComputerJourney	208	START	1614037685224	1614037685224
REQUEST	90		LoadNewComputerPage	1614037685055	1614037685230	OK	 
REQUEST	195		LoadHomePage	1614037684576	1614037685252	OK	 
REQUEST	91		LoadNewComputerPage	1614037685093	1614037685263	OK	 
USER	MyComputerJourney	209	START	1614037685274	1614037685274
REQUEST	92		LoadNewComputerPage	1614037685145	1614037685315	OK	 
REQUEST	196		LoadHomePage	1614037684628	1614037685318	OK	 
USER	MyComputerJourney	210	START	1614037685324	1614037685324
REQUEST	93		LoadNewComputerPage	1614037685174	1614037685348	OK	 
REQUEST	197		LoadHomePage	1614037684674	1614037685370	OK	 
USER	MyComputerJourney	211	START	1614037685374	1614037685374
REQUEST	94		LoadNewComputerPage	1614037685225	1614037685391	OK	 
REQUEST	198		LoadHomePage	1614037684736	1614037685398	OK	 
USER	MyComputerJourney	212	START	1614037685425	1614037685425
REQUEST	95		LoadNewComputerPage	1614037685272	1614037685445	OK	 
USER	MyComputerJourney	213	START	1614037685474	1614037685474
REQUEST	199		LoadHomePage	1614037684794	1614037685484	OK	 
REQUEST	200		LoadHomePage	1614037684825	1614037685496	OK	 
REQUEST	96		LoadNewComputerPage	1614037685325	1614037685496	OK	 
USER	MyComputerJourney	214	START	1614037685524	1614037685524
REQUEST	97		LoadNewComputerPage	1614037685394	1614037685572	OK	 
REQUEST	201		LoadHomePage	1614037684875	1614037685572	OK	 
USER	MyComputerJourney	215	START	1614037685575	1614037685575
REQUEST	4		FilterComputer	1614037685408	1614037685583	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037685583
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037685584
USER	MyComputerJourney	4	END	1614037669174	1614037685585
REQUEST	98		LoadNewComputerPage	1614037685426	1614037685595	OK	 
REQUEST	202		LoadHomePage	1614037684924	1614037685598	OK	 
USER	MyComputerJourney	216	START	1614037685629	1614037685629
REQUEST	203		LoadHomePage	1614037684974	1614037685650	OK	 
REQUEST	99		LoadNewComputerPage	1614037685493	1614037685666	OK	 
USER	MyComputerJourney	217	START	1614037685676	1614037685676
REQUEST	204		LoadHomePage	1614037685024	1614037685696	OK	 
REQUEST	100		LoadNewComputerPage	1614037685540	1614037685705	OK	 
USER	MyComputerJourney	218	START	1614037685729	1614037685729
REQUEST	101		LoadNewComputerPage	1614037685575	1614037685739	OK	 
REQUEST	205		LoadHomePage	1614037685075	1614037685749	OK	 
USER	MyComputerJourney	219	START	1614037685775	1614037685775
REQUEST	102		LoadNewComputerPage	1614037685618	1614037685793	OK	 
USER	MyComputerJourney	220	START	1614037685829	1614037685829
REQUEST	206		LoadHomePage	1614037685146	1614037685835	OK	 
REQUEST	207		LoadHomePage	1614037685176	1614037685866	OK	 
REQUEST	103		LoadNewComputerPage	1614037685697	1614037685875	OK	 
USER	MyComputerJourney	221	START	1614037685875	1614037685875
REQUEST	208		LoadHomePage	1614037685226	1614037685904	OK	 
REQUEST	104		LoadNewComputerPage	1614037685734	1614037685905	OK	 
USER	MyComputerJourney	222	START	1614037685928	1614037685928
REQUEST	105		LoadNewComputerPage	1614037685765	1614037685938	OK	 
REQUEST	209		LoadHomePage	1614037685275	1614037685949	OK	 
REQUEST	106		LoadNewComputerPage	1614037685797	1614037685960	OK	 
USER	MyComputerJourney	223	START	1614037685974	1614037685974
REQUEST	210		LoadHomePage	1614037685326	1614037686001	OK	 
USER	MyComputerJourney	224	START	1614037686028	1614037686028
REQUEST	107		LoadNewComputerPage	1614037685875	1614037686044	OK	 
USER	MyComputerJourney	225	START	1614037686074	1614037686074
REQUEST	211		LoadHomePage	1614037685375	1614037686086	OK	 
REQUEST	212		LoadHomePage	1614037685426	1614037686095	OK	 
USER	MyComputerJourney	226	START	1614037686127	1614037686127
REQUEST	108		LoadNewComputerPage	1614037685954	1614037686128	OK	 
REQUEST	109		LoadNewComputerPage	1614037685964	1614037686131	OK	 
REQUEST	213		LoadHomePage	1614037685474	1614037686134	OK	 
USER	MyComputerJourney	227	START	1614037686179	1614037686179
REQUEST	214		LoadHomePage	1614037685525	1614037686200	OK	 
REQUEST	110		LoadNewComputerPage	1614037686038	1614037686210	OK	 
REQUEST	7		CreateNewComputer	1614037686049	1614037686216	OK	 
USER	MyComputerJourney	228	START	1614037686225	1614037686225
REQUEST	111		LoadNewComputerPage	1614037686084	1614037686251	OK	 
REQUEST	215		LoadHomePage	1614037685576	1614037686252	OK	 
USER	MyComputerJourney	229	START	1614037686278	1614037686278
REQUEST	8		CreateNewComputer	1614037686116	1614037686281	OK	 
REQUEST	112		LoadNewComputerPage	1614037686127	1614037686292	OK	 
REQUEST	216		LoadHomePage	1614037685630	1614037686296	OK	 
USER	MyComputerJourney	230	START	1614037686324	1614037686324
REQUEST	217		LoadHomePage	1614037685677	1614037686342	OK	 
REQUEST	113		LoadNewComputerPage	1614037686184	1614037686352	OK	 
USER	MyComputerJourney	231	START	1614037686377	1614037686377
REQUEST	7		CreateNewComputer Redirect 1	1614037686217	1614037686385	OK	 
REQUEST	114		LoadNewComputerPage	1614037686226	1614037686390	OK	 
REQUEST	218		LoadHomePage	1614037685730	1614037686411	OK	 
USER	MyComputerJourney	232	START	1614037686424	1614037686424
REQUEST	8		CreateNewComputer Redirect 1	1614037686282	1614037686454	OK	 
REQUEST	219		LoadHomePage	1614037685776	1614037686454	OK	 
REQUEST	115		LoadNewComputerPage	1614037686289	1614037686458	OK	 
USER	MyComputerJourney	233	START	1614037686476	1614037686476
REQUEST	220		LoadHomePage	1614037685830	1614037686502	OK	 
REQUEST	116		LoadNewComputerPage	1614037686335	1614037686504	OK	 
REQUEST	9		CreateNewComputer	1614037686356	1614037686527	OK	 
USER	MyComputerJourney	234	START	1614037686528	1614037686528
REQUEST	117		LoadNewComputerPage	1614037686366	1614037686531	OK	 
REQUEST	10		CreateNewComputer	1614037686366	1614037686532	OK	 
REQUEST	12		CreateNewComputer	1614037686377	1614037686543	OK	 
REQUEST	221		LoadHomePage	1614037685876	1614037686544	OK	 
REQUEST	11		CreateNewComputer	1614037686377	1614037686544	OK	 
USER	MyComputerJourney	235	START	1614037686574	1614037686574
REQUEST	118		LoadNewComputerPage	1614037686424	1614037686592	OK	 
REQUEST	222		LoadHomePage	1614037685929	1614037686604	OK	 
USER	MyComputerJourney	236	START	1614037686625	1614037686625
REQUEST	119		LoadNewComputerPage	1614037686487	1614037686656	OK	 
REQUEST	223		LoadHomePage	1614037685975	1614037686657	OK	 
USER	MyComputerJourney	237	START	1614037686674	1614037686674
REQUEST	9		CreateNewComputer Redirect 1	1614037686528	1614037686694	OK	 
REQUEST	224		LoadHomePage	1614037686029	1614037686700	OK	 
REQUEST	10		CreateNewComputer Redirect 1	1614037686533	1614037686701	OK	 
REQUEST	12		CreateNewComputer Redirect 1	1614037686544	1614037686716	OK	 
REQUEST	13		CreateNewComputer	1614037686549	1614037686717	OK	 
REQUEST	11		CreateNewComputer Redirect 1	1614037686545	1614037686718	OK	 
REQUEST	120		LoadNewComputerPage	1614037686549	1614037686723	OK	 
USER	MyComputerJourney	238	START	1614037686725	1614037686725
REQUEST	14		CreateNewComputer	1614037686584	1614037686757	OK	 
REQUEST	15		CreateNewComputer	1614037686584	1614037686757	OK	 
REQUEST	121		LoadNewComputerPage	1614037686584	1614037686760	OK	 
REQUEST	225		LoadHomePage	1614037686075	1614037686761	OK	 
USER	MyComputerJourney	239	START	1614037686779	1614037686779
REQUEST	226		LoadHomePage	1614037686128	1614037686803	OK	 
REQUEST	122		LoadNewComputerPage	1614037686637	1614037686804	OK	 
USER	MyComputerJourney	240	START	1614037686824	1614037686824
REQUEST	227		LoadHomePage	1614037686181	1614037686857	OK	 
REQUEST	123		LoadNewComputerPage	1614037686684	1614037686857	OK	 
USER	MyComputerJourney	241	START	1614037686876	1614037686876
REQUEST	13		CreateNewComputer Redirect 1	1614037686717	1614037686886	OK	 
REQUEST	19		CreateNewComputer	1614037686726	1614037686894	OK	 
REQUEST	18		CreateNewComputer	1614037686726	1614037686895	OK	 
REQUEST	16		CreateNewComputer	1614037686726	1614037686902	OK	 
REQUEST	228		LoadHomePage	1614037686226	1614037686904	OK	 
REQUEST	124		LoadNewComputerPage	1614037686747	1614037686916	OK	 
REQUEST	14		CreateNewComputer Redirect 1	1614037686757	1614037686925	OK	 
REQUEST	15		CreateNewComputer Redirect 1	1614037686758	1614037686926	OK	 
USER	MyComputerJourney	242	START	1614037686929	1614037686929
REQUEST	17		CreateNewComputer	1614037686769	1614037686935	OK	 
REQUEST	125		LoadNewComputerPage	1614037686784	1614037686956	OK	 
USER	MyComputerJourney	243	START	1614037686974	1614037686974
REQUEST	229		LoadHomePage	1614037686279	1614037686976	OK	 
REQUEST	126		LoadNewComputerPage	1614037686835	1614037687005	OK	 
REQUEST	230		LoadHomePage	1614037686325	1614037687008	OK	 
USER	MyComputerJourney	244	START	1614037687025	1614037687025
REQUEST	231		LoadHomePage	1614037686378	1614037687067	OK	 
REQUEST	19		CreateNewComputer Redirect 1	1614037686894	1614037687068	OK	 
REQUEST	127		LoadNewComputerPage	1614037686897	1614037687070	OK	 
REQUEST	18		CreateNewComputer Redirect 1	1614037686895	1614037687069	OK	 
REQUEST	16		CreateNewComputer Redirect 1	1614037686903	1614037687073	OK	 
USER	MyComputerJourney	245	START	1614037687078	1614037687078
REQUEST	21		CreateNewComputer	1614037686918	1614037687087	OK	 
REQUEST	232		LoadHomePage	1614037686425	1614037687096	OK	 
REQUEST	128		LoadNewComputerPage	1614037686929	1614037687096	OK	 
REQUEST	22		CreateNewComputer	1614037686929	1614037687097	OK	 
REQUEST	20		CreateNewComputer	1614037686929	1614037687098	OK	 
REQUEST	17		CreateNewComputer Redirect 1	1614037686935	1614037687104	OK	 
USER	MyComputerJourney	246	START	1614037687124	1614037687124
REQUEST	129		LoadNewComputerPage	1614037686964	1614037687133	OK	 
REQUEST	233		LoadHomePage	1614037686477	1614037687144	OK	 
USER	MyComputerJourney	247	START	1614037687177	1614037687177
REQUEST	130		LoadNewComputerPage	1614037687025	1614037687196	OK	 
USER	MyComputerJourney	248	START	1614037687198	1614037687198
REQUEST	234		LoadHomePage	1614037686529	1614037687217	OK	 
REQUEST	27		CreateNewComputer	1614037687047	1614037687223	OK	 
REQUEST	24		CreateNewComputer	1614037687079	1614037687246	OK	 
REQUEST	21		CreateNewComputer Redirect 1	1614037687088	1614037687254	OK	 
REQUEST	23		CreateNewComputer	1614037687089	1614037687260	OK	 
REQUEST	131		LoadNewComputerPage	1614037687089	1614037687262	OK	 
REQUEST	235		LoadHomePage	1614037686574	1614037687265	OK	 
REQUEST	20		CreateNewComputer Redirect 1	1614037687098	1614037687267	OK	 
USER	MyComputerJourney	249	START	1614037687267	1614037687267
REQUEST	22		CreateNewComputer Redirect 1	1614037687097	1614037687268	OK	 
REQUEST	28		CreateNewComputer	1614037687114	1614037687278	OK	 
REQUEST	25		CreateNewComputer	1614037687114	1614037687285	OK	 
REQUEST	26		CreateNewComputer	1614037687125	1614037687295	OK	 
REQUEST	132		LoadNewComputerPage	1614037687124	1614037687298	OK	 
REQUEST	29		CreateNewComputer	1614037687134	1614037687299	OK	 
USER	MyComputerJourney	250	START	1614037687314	1614037687314
REQUEST	236		LoadHomePage	1614037686626	1614037687329	OK	 
REQUEST	133		LoadNewComputerPage	1614037687156	1614037687336	OK	 
REQUEST	237		LoadHomePage	1614037686674	1614037687346	OK	 
USER	MyComputerJourney	251	START	1614037687365	1614037687365
REQUEST	30		CreateNewComputer	1614037687199	1614037687370	OK	 
REQUEST	27		CreateNewComputer Redirect 1	1614037687224	1614037687389	OK	 
REQUEST	134		LoadNewComputerPage	1614037687224	1614037687392	OK	 
REQUEST	238		LoadHomePage	1614037686726	1614037687405	OK	 
USER	MyComputerJourney	252	START	1614037687417	1614037687417
REQUEST	24		CreateNewComputer Redirect 1	1614037687247	1614037687420	OK	 
REQUEST	23		CreateNewComputer Redirect 1	1614037687261	1614037687429	OK	 
REQUEST	28		CreateNewComputer Redirect 1	1614037687279	1614037687451	OK	 
REQUEST	239		LoadHomePage	1614037686780	1614037687451	OK	 
REQUEST	25		CreateNewComputer Redirect 1	1614037687285	1614037687453	OK	 
USER	MyComputerJourney	253	START	1614037687464	1614037687464
REQUEST	135		LoadNewComputerPage	1614037687289	1614037687465	OK	 
REQUEST	29		CreateNewComputer Redirect 1	1614037687299	1614037687466	OK	 
REQUEST	32		CreateNewComputer	1614037687299	1614037687468	OK	 
REQUEST	26		CreateNewComputer Redirect 1	1614037687296	1614037687469	OK	 
REQUEST	31		CreateNewComputer	1614037687299	1614037687483	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	136		LoadNewComputerPage	1614037687324	1614037687492	OK	 
REQUEST	240		LoadHomePage	1614037686825	1614037687502	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	30		CreateNewComputer Redirect 1	1614037687371	1614037687533	OK	 
REQUEST	33		CreateNewComputer	1614037687376	1614037687539	OK	 
